Pipeline	DisorderID	DisorderName	TP	FN	FN+FP	affected	FNwHet	FNwCNVHet	FNw_Multi_HetGene	FNFPwHet	FNFPwCNVHet	FNFPw_Multi_HetGene
AA10.2_batch2	1	Phenylketonuria (PKU) 	30	1	0	31	1	0	0	0	0	0
AA10.2_batch2	104	Methylmalonic Acidemia, unclassified (MMA)	1	1	0	2	1	0	0	0	0	0
AA10.2_batch2	109	Remethylation Defects (MTHFR, MTR, MTRR, Cbl D v1, Cbl G Deficiencies)	3	0	0	3	0	0	0	0	0	0
AA10.2_batch2	110	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	5	2	0	7	0	0	0	0	0	0
AA10.2_batch2	2	Hyperphenylalaninemia, variant	15	0	0	15	0	0	0	0	0	0
AA10.2_batch2	3	Biopterin Disorders, co-factor biosynthesis	1	0	0	1	0	0	0	0	0	0
AA10.2_batch2	4	Hyperphenylalaninemia, benign	13	1	0	14	1	0	0	0	0	0
AA10.2_batch2	42	2-Methylbutyryl-CoA Dehydrogenase Deficiency (2MBCD)	5	0	0	5	0	0	0	0	0	0
AA10.2_batch2	44	3-Methylcrotonyl-CoA Carboxylase Deficiency (3MCC Deficiency)	6	6	1	13	6	0	0	1	0	0
AA10.2_batch2	49	Argininemia/Arginase Deficiency (ARG)	2	0	0	2	0	0	0	0	0	0
AA10.2_batch2	50	Argininosuccinyl-CoA Lyase Deficiency (ASAL Deficiency)	1	0	0	1	0	0	0	0	0	0
AA10.2_batch2	53	Carnitine Palmitoyl Transferase Deficiency type I (CPT1 Deficiency)	1	0	0	1	0	0	0	0	0	0
AA10.2_batch2	54	Carnitine Palmitoyl Transferase Deficiency type II (CPT2 Deficiency)	0	1	0	1	1	0	0	0	0	0
AA10.2_batch2	55	Carnitine Transporter Deficiency (CTD)/Carnitine Uptake Defect (CUD)	7	1	0	8	0	0	0	0	0	0
AA10.2_batch2	57	Citrullinemia type I (Argininosuccinic Acid Synthetase Deficiency (ASAS deficiency)/CIT-1)	6	2	0	8	2	0	0	0	0	0
AA10.2_batch2	59	Glutaric Acidemia type I (GA1)	8	0	0	8	0	0	0	0	0	0
AA10.2_batch2	62	Hypermethioninemia (MET/MAT Deficiency)	1	0	0	1	0	0	0	0	0	0
AA10.2_batch2	63	Isobutyryl-CoA Dehydrogenase Deficiency (IBD/IBG Deficiency)	1	0	0	1	0	0	0	0	0	0
AA10.2_batch2	64	Isovaleric Acidemia (IVA)	8	0	0	8	0	0	0	0	0	0
AA10.2_batch2	65	Long Chain Hyroxy Acyl-CoA Dehydrogenase Deficiency (LCHAD deficiency)	2	0	0	2	0	0	0	0	0	0
AA10.2_batch2	66	Maple Syrup Urine Disease (MSUD)	3	0	0	3	0	0	0	0	0	0
AA10.2_batch2	67	Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD Deficiency)	40	0	0	40	0	0	0	0	0	0
AA10.2_batch2	69	Methylmalonic Acidemia, Cbl C, D, F (MMA)	4	0	0	4	0	0	0	0	0	0
AA10.2_batch2	70	Methylmalonic Acidemia mut 0 (MMA)	4	0	0	4	0	0	0	0	0	0
AA10.2_batch2	71	Methylmalonic Acidemia mut- (MMA)	3	0	0	3	0	0	0	0	0	0
AA10.2_batch2	72	Multiple Acyl-CoA Dehydrogenase Deficiency (MAD Deficiency)/Glutaric Acidemia type II (GA2)	1	1	0	2	0	0	0	0	0	0
AA10.2_batch2	76	Propionic Acidemia (PA)	1	0	0	1	0	0	0	0	0	0
AA10.2_batch2	77	Short Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency)	8	21	1	30	17	0	0	1	0	0
AA10.2_batch2	78	Trifunctional Protein Deficiency (TFP Deficiency)	1	0	0	1	0	0	0	0	0	0
AA10.2_batch2	79	Tyrosinemia type I	1	0	0	1	0	0	0	0	0	0
AA10.2_batch2	83	Very Long Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD Deficiency)	5	0	0	5	0	0	0	0	0	0
AA10.2_batch2	87	Malonic Aciduria (MA)/Malonic Acidemia (MAL)	0	1	0	1	0	0	0	0	0	0
AA10.1_batch3	1	Phenylketonuria (PKU) 	13	2	0	15	1	0	0	0	0	0
AA10.1_batch3	104	Methylmalonic Acidemia, unclassified (MMA)	4	1	0	5	0	0	0	0	0	0
AA10.1_batch3	110	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	4	0	0	4	0	0	0	0	0	0
AA10.1_batch3	2	Hyperphenylalaninemia, variant	4	1	0	5	1	0	0	0	0	0
AA10.1_batch3	3	Biopterin Disorders, co-factor biosynthesis	2	0	0	2	0	0	0	0	0	0
AA10.1_batch3	4	Hyperphenylalaninemia, benign	6	3	0	9	2	0	0	0	0	0
AA10.1_batch3	42	2-Methylbutyryl-CoA Dehydrogenase Deficiency (2MBCD)	0	1	0	1	0	0	0	0	0	0
AA10.1_batch3	43	3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency (HMG CoA Lyase Deficiency/Glutaric Aciduria)	1	0	0	1	0	0	0	0	0	0
AA10.1_batch3	44	3-Methylcrotonyl-CoA Carboxylase Deficiency (3MCC Deficiency)	9	4	0	13	4	0	0	0	0	0
AA10.1_batch3	45	3-Methylglutaconyl-Co-A Hydrotase Deficiency type I (MGA)	3	0	0	3	0	0	0	0	0	0
AA10.1_batch3	49	Argininemia/Arginase Deficiency (ARG)	2	0	0	2	0	0	0	0	0	0
AA10.1_batch3	50	Argininosuccinyl-CoA Lyase Deficiency (ASAL Deficiency)	8	0	0	8	0	0	0	0	0	0
AA10.1_batch3	51	Beta-Ketothiolase Deficiency (BKT)	2	0	0	2	0	0	0	0	0	0
AA10.1_batch3	54	Carnitine Palmitoyl Transferase Deficiency type II (CPT2 Deficiency)	4	1	0	5	0	0	0	0	0	0
AA10.1_batch3	55	Carnitine Transporter Deficiency (CTD)/Carnitine Uptake Defect (CUD)	20	8	2	30	2	0	0	1	0	0
AA10.1_batch3	56	Carnitine-Acylcarnitine Translocase Deficiency (CAT/CACT Deficiency)	1	1	0	2	0	0	0	0	0	0
AA10.1_batch3	57	Citrullinemia type I (Argininosuccinic Acid Synthetase Deficiency (ASAS deficiency)/CIT-1)	8	1	0	9	0	0	0	0	0	0
AA10.1_batch3	59	Glutaric Acidemia type I (GA1)	22	4	1	27	1	0	0	0	0	0
AA10.1_batch3	62	Hypermethioninemia (MET/MAT Deficiency)	7	2	1	10	2	0	0	0	0	0
AA10.1_batch3	63	Isobutyryl-CoA Dehydrogenase Deficiency (IBD/IBG Deficiency)	7	0	0	7	0	0	0	0	0	0
AA10.1_batch3	64	Isovaleric Acidemia (IVA)	18	4	1	23	3	0	0	0	0	0
AA10.1_batch3	65	Long Chain Hyroxy Acyl-CoA Dehydrogenase Deficiency (LCHAD deficiency)	7	0	0	7	0	0	0	0	0	0
AA10.1_batch3	66	Maple Syrup Urine Disease (MSUD)	16	3	0	19	2	1	1	0	0	0
AA10.1_batch3	67	Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD Deficiency)	106	10	1	117	10	0	0	0	0	0
AA10.1_batch3	69	Methylmalonic Acidemia, Cbl C, D, F (MMA)	22	2	0	24	0	0	0	0	0	0
AA10.1_batch3	70	Methylmalonic Acidemia mut 0 (MMA)	17	0	0	17	0	0	0	0	0	0
AA10.1_batch3	71	Methylmalonic Acidemia mut- (MMA)	4	11	1	16	1	0	0	0	0	0
AA10.1_batch3	72	Multiple Acyl-CoA Dehydrogenase Deficiency (MAD Deficiency)/Glutaric Acidemia type II (GA2)	4	1	0	5	0	0	0	0	0	0
AA10.1_batch3	73	Multiple Carboxylase Deficiency (MCD)	1	3	0	4	0	0	0	0	0	0
AA10.1_batch3	76	Propionic Acidemia (PA)	5	0	0	5	0	0	0	0	0	0
AA10.1_batch3	77	Short Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency)	15	12	2	29	7	0	0	1	0	0
AA10.1_batch3	78	Trifunctional Protein Deficiency (TFP Deficiency)	2	0	0	2	0	0	0	0	0	0
AA10.1_batch3	79	Tyrosinemia type I	6	0	0	6	0	0	0	0	0	0
AA10.1_batch3	83	Very Long Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD Deficiency)	31	6	0	37	5	0	0	0	0	0
AA10.1_batch3	85	Prolinemia type-I	0	1	0	1	0	0	0	0	0	0
AA10.1_batch3	86	Prolinemia type-II	0	1	0	1	0	0	0	0	0	0
AA10.1_batch3	87	Malonic Aciduria (MA)/Malonic Acidemia (MAL)	2	2	0	4	0	0	0	0	0	0
AA10.1_batch3	89	Ethylmalonic Encephalopathy (EE)	1	0	0	1	0	0	0	0	0	0
AA10.1_batch3	93	Medium/Short Chain L-3 Hydroxy Acyl-CoA Dehydrogenase Deficiency (M/SCHADD)	0	1	0	1	0	0	0	0	0	0
AA10.1_batch3	94	Prolinemia, unclassified	0	1	0	1	0	0	0	0	0	0
val_AA10.8_batch1	1	Phenylketonuria (PKU) 	21	0	0	21	0	0	0	0	0	0
val_AA10.8_batch1	104	Methylmalonic Acidemia, unclassified (MMA)	1	1	0	2	0	0	0	0	0	0
val_AA10.8_batch1	110	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	1	2	0	3	0	0	0	0	0	0
val_AA10.8_batch1	2	Hyperphenylalaninemia, variant	6	1	0	7	1	0	0	0	0	0
val_AA10.8_batch1	201	Carbamoyl Phosphate Synthetase I Deficiency(CPS1 Deficiency)	0	2	0	2	0	0	0	0	0	0
val_AA10.8_batch1	4	Hyperphenylalaninemia, benign	9	2	0	11	2	0	0	0	0	0
val_AA10.8_batch1	42	2-Methylbutyryl-CoA Dehydrogenase Deficiency (2MBCD)	1	0	0	1	0	0	0	0	0	0
val_AA10.8_batch1	44	3-Methylcrotonyl-CoA Carboxylase Deficiency (3MCC Deficiency)	3	12	0	15	6	0	0	0	0	0
val_AA10.8_batch1	50	Argininosuccinyl-CoA Lyase Deficiency (ASAL Deficiency)	1	0	0	1	0	0	0	0	0	0
val_AA10.8_batch1	51	Beta-Ketothiolase Deficiency (BKT)	0	1	0	1	1	0	0	0	0	0
val_AA10.8_batch1	55	Carnitine Transporter Deficiency (CTD)/Carnitine Uptake Defect (CUD)	5	4	0	9	3	0	0	0	0	0
val_AA10.8_batch1	57	Citrullinemia type I (Argininosuccinic Acid Synthetase Deficiency (ASAS deficiency)/CIT-1)	3	3	0	6	2	0	0	0	0	0
val_AA10.8_batch1	59	Glutaric Acidemia type I (GA1)	0	1	0	1	0	0	0	0	0	0
val_AA10.8_batch1	62	Hypermethioninemia (MET/MAT Deficiency)	0	1	0	1	1	0	0	0	0	0
val_AA10.8_batch1	63	Isobutyryl-CoA Dehydrogenase Deficiency (IBD/IBG Deficiency)	0	3	0	3	2	0	0	0	0	0
val_AA10.8_batch1	64	Isovaleric Acidemia (IVA)	0	2	0	2	0	0	0	0	0	0
val_AA10.8_batch1	66	Maple Syrup Urine Disease (MSUD)	1	2	0	3	1	0	0	0	0	0
val_AA10.8_batch1	67	Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD Deficiency)	5	12	0	17	9	0	0	0	0	0
val_AA10.8_batch1	69	Methylmalonic Acidemia, Cbl C, D, F (MMA)	2	0	0	2	0	0	0	0	0	0
val_AA10.8_batch1	70	Methylmalonic Acidemia mut 0 (MMA)	0	1	0	1	1	1	0	0	0	0
val_AA10.8_batch1	71	Methylmalonic Acidemia mut- (MMA)	0	1	0	1	1	0	0	0	0	0
val_AA10.8_batch1	72	Multiple Acyl-CoA Dehydrogenase Deficiency (MAD Deficiency)/Glutaric Acidemia type II (GA2)	1	2	0	3	0	0	0	0	0	0
val_AA10.8_batch1	73	Multiple Carboxylase Deficiency (MCD)	0	1	0	1	0	0	0	0	0	0
val_AA10.8_batch1	76	Propionic Acidemia (PA)	2	1	0	3	0	0	0	0	0	0
val_AA10.8_batch1	77	Short Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency)	2	12	0	14	2	0	0	0	0	0
val_AA10.8_batch1	78	Trifunctional Protein Deficiency (TFP Deficiency)	0	1	0	1	1	0	0	0	0	0
val_AA10.8_batch1	83	Very Long Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD Deficiency)	3	2	0	5	1	0	0	0	0	0
val_AA10.8_batch1	89	Ethylmalonic Encephalopathy (EE)	1	0	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	1	Phenylketonuria (PKU) 	7	4	0	11	3	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	104	Methylmalonic Acidemia, unclassified (MMA)	2	1	0	3	1	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	110	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	4	1	0	5	0	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	2	Hyperphenylalaninemia, variant	0	2	0	2	2	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	3	Biopterin Disorders, co-factor biosynthesis	2	0	0	2	0	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	4	Hyperphenylalaninemia, benign	5	5	0	10	4	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	42	2-Methylbutyryl-CoA Dehydrogenase Deficiency (2MBCD)	1	0	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	43	3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency (HMG CoA Lyase Deficiency/Glutaric Aciduria)	0	1	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	44	3-Methylcrotonyl-CoA Carboxylase Deficiency (3MCC Deficiency)	3	8	0	11	3	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	45	3-Methylglutaconyl-Co-A Hydrotase Deficiency type I (MGA)	0	1	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	49	Argininemia/Arginase Deficiency (ARG)	1	0	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	50	Argininosuccinyl-CoA Lyase Deficiency (ASAL Deficiency)	5	3	0	8	3	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	51	Beta-Ketothiolase Deficiency (BKT)	0	2	0	2	2	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	54	Carnitine Palmitoyl Transferase Deficiency type II (CPT2 Deficiency)	1	3	0	4	2	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	55	Carnitine Transporter Deficiency (CTD)/Carnitine Uptake Defect (CUD)	9	13	2	24	7	0	0	1	0	0
test_AA10.6.NonSyn.005_filter4	56	Carnitine-Acylcarnitine Translocase Deficiency (CAT/CACT Deficiency)	0	2	0	2	0	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	57	Citrullinemia type I (Argininosuccinic Acid Synthetase Deficiency (ASAS deficiency)/CIT-1)	4	2	0	6	1	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	59	Glutaric Acidemia type I (GA1)	14	9	0	23	6	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	62	Hypermethioninemia (MET/MAT Deficiency)	3	3	1	7	3	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	63	Isobutyryl-CoA Dehydrogenase Deficiency (IBD/IBG Deficiency)	3	3	0	6	3	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	64	Isovaleric Acidemia (IVA)	7	11	1	19	7	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	65	Long Chain Hyroxy Acyl-CoA Dehydrogenase Deficiency (LCHAD deficiency)	2	4	0	6	3	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	66	Maple Syrup Urine Disease (MSUD)	6	4	0	10	1	1	0	0	0	0
test_AA10.6.NonSyn.005_filter4	67	Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD Deficiency)	71	25	1	97	24	0	0	1	0	0
test_AA10.6.NonSyn.005_filter4	69	Methylmalonic Acidemia, Cbl C, D, F (MMA)	2	16	0	18	5	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	70	Methylmalonic Acidemia mut 0 (MMA)	5	8	0	13	4	1	0	0	0	0
test_AA10.6.NonSyn.005_filter4	71	Methylmalonic Acidemia mut- (MMA)	1	11	1	13	1	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	72	Multiple Acyl-CoA Dehydrogenase Deficiency (MAD Deficiency)/Glutaric Acidemia type II (GA2)	3	1	0	4	1	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	73	Multiple Carboxylase Deficiency (MCD)	1	2	0	3	0	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	76	Propionic Acidemia (PA)	1	3	1	5	1	0	0	1	0	0
test_AA10.6.NonSyn.005_filter4	77	Short Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency)	14	10	1	25	5	0	0	1	0	0
test_AA10.6.NonSyn.005_filter4	78	Trifunctional Protein Deficiency (TFP Deficiency)	1	2	0	3	2	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	79	Tyrosinemia type I	3	3	0	6	0	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	83	Very Long Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD Deficiency)	14	13	0	27	4	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	86	Prolinemia type-II	0	1	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	87	Malonic Aciduria (MA)/Malonic Acidemia (MAL)	1	2	0	3	0	0	0	0	0	0
test_AA10.6.NonSyn.005_filter4	89	Ethylmalonic Encephalopathy (EE)	0	1	0	1	1	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	1	Phenylketonuria (PKU) 	17	23	0	40	14	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	104	Methylmalonic Acidemia, unclassified (MMA)	3	1	1	5	0	0	0	1	0	0
test_AA10.6.NonSyn.02_filter2	109	Remethylation Defects (MTHFR, MTR, MTRR, Cbl D v1, Cbl G Deficiencies)	1	0	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	110	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	6	3	0	9	0	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	2	Hyperphenylalaninemia, variant	5	7	1	13	7	0	0	1	0	0
test_AA10.6.NonSyn.02_filter2	3	Biopterin Disorders, co-factor biosynthesis	2	0	0	2	0	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	4	Hyperphenylalaninemia, benign	12	9	0	21	8	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	42	2-Methylbutyryl-CoA Dehydrogenase Deficiency (2MBCD)	2	1	0	3	0	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	43	3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency (HMG CoA Lyase Deficiency/Glutaric Aciduria)	0	1	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	44	3-Methylcrotonyl-CoA Carboxylase Deficiency (3MCC Deficiency)	10	12	2	24	6	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	45	3-Methylglutaconyl-Co-A Hydrotase Deficiency type I (MGA)	0	1	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	49	Argininemia/Arginase Deficiency (ARG)	1	1	1	3	0	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	50	Argininosuccinyl-CoA Lyase Deficiency (ASAL Deficiency)	6	3	0	9	3	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	51	Beta-Ketothiolase Deficiency (BKT)	0	2	0	2	2	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	53	Carnitine Palmitoyl Transferase Deficiency type I (CPT1 Deficiency)	0	1	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	54	Carnitine Palmitoyl Transferase Deficiency type II (CPT2 Deficiency)	1	4	1	6	2	0	0	1	0	0
test_AA10.6.NonSyn.02_filter2	55	Carnitine Transporter Deficiency (CTD)/Carnitine Uptake Defect (CUD)	15	14	4	33	8	0	0	2	0	0
test_AA10.6.NonSyn.02_filter2	56	Carnitine-Acylcarnitine Translocase Deficiency (CAT/CACT Deficiency)	0	2	0	2	0	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	57	Citrullinemia type I (Argininosuccinic Acid Synthetase Deficiency (ASAS deficiency)/CIT-1)	9	4	0	13	3	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	59	Glutaric Acidemia type I (GA1)	19	10	1	30	7	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	62	Hypermethioninemia (MET/MAT Deficiency)	4	3	2	9	3	0	0	1	0	0
test_AA10.6.NonSyn.02_filter2	63	Isobutyryl-CoA Dehydrogenase Deficiency (IBD/IBG Deficiency)	4	2	1	7	1	0	0	1	0	0
test_AA10.6.NonSyn.02_filter2	64	Isovaleric Acidemia (IVA)	14	12	2	28	7	0	0	1	0	0
test_AA10.6.NonSyn.02_filter2	65	Long Chain Hyroxy Acyl-CoA Dehydrogenase Deficiency (LCHAD deficiency)	2	6	1	9	4	0	0	1	0	0
test_AA10.6.NonSyn.02_filter2	66	Maple Syrup Urine Disease (MSUD)	12	9	1	22	4	2	1	0	1	0
test_AA10.6.NonSyn.02_filter2	67	Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD Deficiency)	103	31	4	138	29	0	0	4	1	0
test_AA10.6.NonSyn.02_filter2	69	Methylmalonic Acidemia, Cbl C, D, F (MMA)	2	20	2	24	6	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	70	Methylmalonic Acidemia mut 0 (MMA)	7	11	0	18	5	2	0	0	0	0
test_AA10.6.NonSyn.02_filter2	71	Methylmalonic Acidemia mut- (MMA)	4	13	1	18	1	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	72	Multiple Acyl-CoA Dehydrogenase Deficiency (MAD Deficiency)/Glutaric Acidemia type II (GA2)	4	2	0	6	1	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	73	Multiple Carboxylase Deficiency (MCD)	1	2	0	3	0	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	76	Propionic Acidemia (PA)	1	3	1	5	1	0	0	1	0	0
test_AA10.6.NonSyn.02_filter2	77	Short Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency)	19	31	3	53	17	0	0	3	0	0
test_AA10.6.NonSyn.02_filter2	78	Trifunctional Protein Deficiency (TFP Deficiency)	1	2	0	3	2	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	79	Tyrosinemia type I	3	3	0	6	0	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	83	Very Long Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD Deficiency)	19	17	0	36	7	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	86	Prolinemia type-II	0	1	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	87	Malonic Aciduria (MA)/Malonic Acidemia (MAL)	1	4	0	5	0	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	89	Ethylmalonic Encephalopathy (EE)	0	1	0	1	1	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	93	Medium/Short Chain L-3 Hydroxy Acyl-CoA Dehydrogenase Deficiency (M/SCHADD)	0	1	0	1	0	0	0	0	0	0
test_AA10.6.NonSyn.02_filter2	94	Prolinemia, unclassified	0	1	0	1	0	0	0	0	0	0
AA10.6_batch1	1	Phenylketonuria (PKU) 	19	2	0	21	2	0	0	0	0	0
AA10.6_batch1	104	Methylmalonic Acidemia, unclassified (MMA)	1	1	0	2	1	0	0	0	0	0
AA10.6_batch1	110	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	1	2	0	3	0	0	0	0	0	0
AA10.6_batch1	2	Hyperphenylalaninemia, variant	7	0	0	7	0	0	0	0	0	0
AA10.6_batch1	201	Carbamoyl Phosphate Synthetase I Deficiency(CPS1 Deficiency)	2	0	0	2	0	0	0	0	0	0
AA10.6_batch1	4	Hyperphenylalaninemia, benign	11	0	0	11	0	0	0	0	0	0
AA10.6_batch1	42	2-Methylbutyryl-CoA Dehydrogenase Deficiency (2MBCD)	1	0	0	1	0	0	0	0	0	0
AA10.6_batch1	44	3-Methylcrotonyl-CoA Carboxylase Deficiency (3MCC Deficiency)	14	1	0	15	1	0	0	0	0	0
AA10.6_batch1	50	Argininosuccinyl-CoA Lyase Deficiency (ASAL Deficiency)	1	0	0	1	0	0	0	0	0	0
AA10.6_batch1	51	Beta-Ketothiolase Deficiency (BKT)	1	0	0	1	0	0	0	0	0	0
AA10.6_batch1	55	Carnitine Transporter Deficiency (CTD)/Carnitine Uptake Defect (CUD)	9	0	0	9	0	0	0	0	0	0
AA10.6_batch1	57	Citrullinemia type I (Argininosuccinic Acid Synthetase Deficiency (ASAS deficiency)/CIT-1)	4	2	0	6	2	0	0	0	0	0
AA10.6_batch1	59	Glutaric Acidemia type I (GA1)	1	0	0	1	0	0	0	0	0	0
AA10.6_batch1	62	Hypermethioninemia (MET/MAT Deficiency)	0	1	0	1	1	0	0	0	0	0
AA10.6_batch1	63	Isobutyryl-CoA Dehydrogenase Deficiency (IBD/IBG Deficiency)	2	1	0	3	1	0	0	0	0	0
AA10.6_batch1	64	Isovaleric Acidemia (IVA)	0	2	0	2	0	0	0	0	0	0
AA10.6_batch1	66	Maple Syrup Urine Disease (MSUD)	1	1	1	3	1	0	0	1	0	0
AA10.6_batch1	67	Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD Deficiency)	16	1	0	17	1	0	0	0	0	0
AA10.6_batch1	69	Methylmalonic Acidemia, Cbl C, D, F (MMA)	2	0	0	2	0	0	0	0	0	0
AA10.6_batch1	70	Methylmalonic Acidemia mut 0 (MMA)	0	1	0	1	1	1	0	0	0	0
AA10.6_batch1	71	Methylmalonic Acidemia mut- (MMA)	1	0	0	1	0	0	0	0	0	0
AA10.6_batch1	72	Multiple Acyl-CoA Dehydrogenase Deficiency (MAD Deficiency)/Glutaric Acidemia type II (GA2)	2	1	0	3	0	0	0	0	0	0
AA10.6_batch1	73	Multiple Carboxylase Deficiency (MCD)	1	0	0	1	0	0	0	0	0	0
AA10.6_batch1	76	Propionic Acidemia (PA)	3	0	0	3	0	0	0	0	0	0
AA10.6_batch1	77	Short Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency)	7	7	0	14	6	0	0	0	0	0
AA10.6_batch1	78	Trifunctional Protein Deficiency (TFP Deficiency)	1	0	0	1	0	0	0	0	0	0
AA10.6_batch1	83	Very Long Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD Deficiency)	4	1	0	5	0	0	0	0	0	0
AA10.6_batch1	89	Ethylmalonic Encephalopathy (EE)	1	0	0	1	0	0	0	0	0	0
test_AA10.5_filter1	1	Phenylketonuria (PKU) 	37	3	0	40	3	0	0	0	0	0
test_AA10.5_filter1	104	Methylmalonic Acidemia, unclassified (MMA)	3	2	0	5	1	0	0	0	0	0
test_AA10.5_filter1	109	Remethylation Defects (MTHFR, MTR, MTRR, Cbl D v1, Cbl G Deficiencies)	1	0	0	1	0	0	0	0	0	0
test_AA10.5_filter1	110	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	7	2	0	9	0	0	0	0	0	0
test_AA10.5_filter1	2	Hyperphenylalaninemia, variant	15	0	0	15	0	0	0	0	0	0
test_AA10.5_filter1	3	Biopterin Disorders, co-factor biosynthesis	2	0	0	2	0	0	0	0	0	0
test_AA10.5_filter1	4	Hyperphenylalaninemia, benign	18	4	0	22	3	0	0	0	0	0
test_AA10.5_filter1	42	2-Methylbutyryl-CoA Dehydrogenase Deficiency (2MBCD)	2	2	0	4	1	0	0	0	0	0
